取引先コード,得意先名,取引日付,取引区分,伝票番号,行,商品コード,商品名,数量,単価,金額
0019,㈱鈴木商事,2005/08/25,10,353,4,0060,発泡酒－－－－－－－－－－－－－－－－－－００６０,19,2970,56430
0036,㈱丸多商店,2005/08/15,10,354,1,0041,電池－－－－－－－－－－－－－－－－－－－００４１,6,4430,26580
0036,㈱丸多商店,2005/08/15,10,354,2,0052,酒－－－－－－－－－－－－－－－－－－－－００５２,9,3360,30240
0036,㈱丸多商店,2005/08/15,10,354,3,0046,スポーツ用品－－－－－－－－－－－－－－－００４６,16,3880,62080
0036,㈱丸多商店,2005/08/15,10,354,4,0036,一般家電－－－－－－－－－－－－－－－－－００３６,3,9150,27450
0049,株式会社野安システム,2005/08/10,10,355,1,0098,パソコンサプライ－－－－－－－－－－－－－００９８,8,3970,31760
0049,株式会社野安システム,2005/08/10,10,355,2,0065,パン－－－－－－－－－－－－－－－－－－－００６５,7,2630,18410
0036,㈱丸多商店,2005/06/11,10,356,1,0064,米－－－－－－－－－－－－－－－－－－－－００６４,19,5200,98800
0036,㈱丸多商店,2005/06/11,10,356,2,0027,魚－－－－－－－－－－－－－－－－－－－－００２７,5,9240,46200
0036,㈱丸多商店,2005/06/11,10,356,3,0035,照明－－－－－－－－－－－－－－－－－－－００３５,3,2050,6150
0036,㈱丸多商店,2005/06/11,10,356,4,0088,魚－－－－－－－－－－－－－－－－－－－－００８８,1,6820,6820
0049,株式会社野安システム,2005/07/12,10,357,1,0065,パン－－－－－－－－－－－－－－－－－－－００６５,14,2630,36820
0049,株式会社野安システム,2005/07/12,10,357,2,0087,ドリンク－－－－－－－－－－－－－－－－－００８７,17,4030,68510
0049,株式会社野安システム,2005/07/12,10,357,3,0016,一般衣類－－－－－－－－－－－－－－－－－００１６,9,5310,47790
0012,株式会社木吉建設,2005/06/27,10,358,1,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,14,9800,137200
0012,株式会社木吉建設,2005/06/27,10,358,2,0097,ゲーム機－－－－－－－－－－－－－－－－－００９７,14,8300,116200
0012,株式会社木吉建設,2005/06/27,10,358,3,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,1,9800,9800
0044,㈱丸内コーポレーション,2005/06/12,10,359,1,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,16,9670,154720
0044,㈱丸内コーポレーション,2005/06/12,10,359,2,0046,スポーツ用品－－－－－－－－－－－－－－－００４６,7,3880,27160
0029,株式会社多村商事,2005/09/07,10,360,1,0088,魚－－－－－－－－－－－－－－－－－－－－００８８,19,6820,129580
0012,株式会社木吉建設,2005/07/22,10,361,1,0086,インスタントラーメン－－－－－－－－－－－００８６,18,10140,182520
0012,株式会社木吉建設,2005/07/22,10,361,2,0068,カー用品－－－－－－－－－－－－－－－－－００６８,12,6820,81840
0033,㈱川吉コーポレーション,2005/07/15,10,362,1,0015,風邪薬－－－－－－－－－－－－－－－－－－００１５,19,1820,34580
0005,尾吉商事株式会社,2005/08/23,10,363,1,0025,ドリンク－－－－－－－－－－－－－－－－－００２５,7,3640,25480
0042,㈱川鈴商店,2005/06/25,10,364,1,0006,一般家電－－－－－－－－－－－－－－－－－０００６,14,6030,84420
0042,㈱川鈴商店,2005/06/25,10,364,2,0013,一般衣類－－－－－－－－－－－－－－－－－００１３,1,8420,8420
0047,株式会社尾浦商事,2005/09/05,10,365,1,0015,風邪薬－－－－－－－－－－－－－－－－－－００１５,15,1820,27300
0047,株式会社尾浦商事,2005/09/05,10,365,2,0050,貴金属－－－－－－－－－－－－－－－－－－００５０,13,4750,61750
0047,株式会社尾浦商事,2005/09/05,10,365,3,0031,パソコン周辺機器－－－－－－－－－－－－－００３１,11,5020,55220
0047,株式会社尾浦商事,2005/09/05,10,365,4,0052,酒－－－－－－－－－－－－－－－－－－－－００５２,11,3360,36960
0049,株式会社野安システム,2005/09/01,10,366,1,0058,冷凍食品－－－－－－－－－－－－－－－－－００５８,16,9710,155360
0049,株式会社野安システム,2005/09/01,10,366,2,0037,米－－－－－－－－－－－－－－－－－－－－００３７,15,5850,87750
0049,株式会社野安システム,2005/09/01,10,366,3,0046,スポーツ用品－－－－－－－－－－－－－－－００４６,1,3880,3880
0012,株式会社木吉建設,2005/07/01,10,367,1,0001,スポーツ用品－－－－－－－－－－－－－－－０００１,8,8820,70560
0017,株式会社丸中システム,2005/06/10,10,368,1,0026,貴金属－－－－－－－－－－－－－－－－－－００２６,20,9760,195200
0017,株式会社丸中システム,2005/06/10,10,368,2,0058,冷凍食品－－－－－－－－－－－－－－－－－００５８,15,9710,145650
0017,株式会社丸中システム,2005/06/10,10,368,3,0082,発泡酒－－－－－－－－－－－－－－－－－－００８２,14,8130,113820
0017,株式会社丸中システム,2005/06/10,10,368,4,0069,米－－－－－－－－－－－－－－－－－－－－００６９,3,5150,15450
0028,杉吉商店株式会社,2005/08/19,10,369,1,0048,ゲームソフト－－－－－－－－－－－－－－－００４８,10,9760,97600
0028,杉吉商店株式会社,2005/08/19,10,369,2,0028,風邪薬－－－－－－－－－－－－－－－－－－００２８,8,1780,14240
0028,杉吉商店株式会社,2005/08/19,10,369,3,0080,パソコンサプライ－－－－－－－－－－－－－００８０,17,7460,126820
0028,杉吉商店株式会社,2005/08/19,10,369,4,0074,インスタントラーメン－－－－－－－－－－－００７４,1,9800,9800
0025,山高商店株式会社,2005/06/09,10,370,1,0016,一般衣類－－－－－－－－－－－－－－－－－００１６,5,5310,26550
0047,株式会社尾浦商事,2005/08/09,10,371,1,0013,一般衣類－－－－－－－－－－－－－－－－－００１３,13,8420,109460
0047,株式会社尾浦商事,2005/08/09,10,371,2,0063,パソコン周辺機器－－－－－－－－－－－－－００６３,1,1420,1420
0038,㈱浦多商事,2005/08/25,10,372,1,0011,スポーツ用品－－－－－－－－－－－－－－－００１１,9,680,6120
0038,㈱浦多商事,2005/08/25,10,372,2,0087,ドリンク－－－－－－－－－－－－－－－－－００８７,2,4030,8060
0038,㈱浦多商事,2005/08/25,10,372,3,0086,インスタントラーメン－－－－－－－－－－－００８６,11,10140,111540
0005,尾吉商事株式会社,2005/08/16,10,373,1,0059,一般家電－－－－－－－－－－－－－－－－－００５９,18,7920,142560
0005,尾吉商事株式会社,2005/08/16,10,373,2,0094,果物－－－－－－－－－－－－－－－－－－－００９４,17,1330,22610
0005,尾吉商事株式会社,2005/08/16,10,373,3,0017,インスタントラーメン－－－－－－－－－－－００１７,9,9810,88290
0005,尾吉商事株式会社,2005/08/16,10,373,4,0058,冷凍食品－－－－－－－－－－－－－－－－－００５８,5,9710,48550
0030,田内商事株式会社,2005/07/19,10,374,1,0002,果物－－－－－－－－－－－－－－－－－－－０００２,5,3040,15200
0003,川田システム株式会社,2005/06/01,10,375,1,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,12,9800,117600
0003,川田システム株式会社,2005/06/01,10,375,2,0025,ドリンク－－－－－－－－－－－－－－－－－００２５,14,3640,50960
0003,川田システム株式会社,2005/06/01,10,375,3,0021,パソコンサプライ－－－－－－－－－－－－－００２１,11,2200,24200
0003,川田システム株式会社,2005/06/01,10,375,4,0063,パソコン周辺機器－－－－－－－－－－－－－００６３,20,1420,28400
0033,㈱川吉コーポレーション,2005/06/30,10,376,1,0009,果物－－－－－－－－－－－－－－－－－－－０００９,1,5300,5300
0033,㈱川吉コーポレーション,2005/06/30,10,376,2,0068,カー用品－－－－－－－－－－－－－－－－－００６８,1,6820,6820
0033,㈱川吉コーポレーション,2005/06/30,10,376,3,0088,魚－－－－－－－－－－－－－－－－－－－－００８８,16,6820,109120
0044,㈱丸内コーポレーション,2005/06/29,10,377,1,0068,カー用品－－－－－－－－－－－－－－－－－００６８,19,6820,129580
0044,㈱丸内コーポレーション,2005/06/29,10,377,2,0017,インスタントラーメン－－－－－－－－－－－００１７,8,9810,78480
0044,㈱丸内コーポレーション,2005/06/29,10,377,3,0013,一般衣類－－－－－－－－－－－－－－－－－００１３,4,8420,33680
0041,野吉システム株式会社,2005/08/14,10,378,1,0029,ドリンク－－－－－－－－－－－－－－－－－００２９,11,10010,110110
0041,野吉システム株式会社,2005/08/14,10,378,2,0042,ゲーム機－－－－－－－－－－－－－－－－－００４２,1,9940,9940
0041,野吉システム株式会社,2005/08/14,10,378,3,0079,果物－－－－－－－－－－－－－－－－－－－００７９,8,3280,26240
0027,株式会社村安商事,2005/06/14,10,379,1,0081,パソコンサプライ－－－－－－－－－－－－－００８１,11,4440,48840
0027,株式会社村安商事,2005/06/14,10,379,2,0050,貴金属－－－－－－－－－－－－－－－－－－００５０,14,4750,66500
0027,株式会社村安商事,2005/06/14,10,379,3,0045,米－－－－－－－－－－－－－－－－－－－－００４５,3,7260,21780
0029,株式会社多村商事,2005/06/29,10,380,1,0027,魚－－－－－－－－－－－－－－－－－－－－００２７,5,9240,46200
0029,株式会社多村商事,2005/06/29,10,380,2,0019,発泡酒－－－－－－－－－－－－－－－－－－００１９,11,9210,101310
0049,株式会社野安システム,2005/08/06,10,381,1,0042,ゲーム機－－－－－－－－－－－－－－－－－００４２,17,9940,168980
0049,株式会社野安システム,2005/08/06,10,381,2,0018,消臭剤－－－－－－－－－－－－－－－－－－００１８,17,7030,119510
0017,株式会社丸中システム,2005/07/27,10,382,1,0057,スポーツ用品－－－－－－－－－－－－－－－００５７,6,4020,24120
0009,㈱高野建設,2005/07/16,10,383,1,0039,パン－－－－－－－－－－－－－－－－－－－００３９,3,7440,22320
0009,㈱高野建設,2005/07/16,10,383,2,0048,ゲームソフト－－－－－－－－－－－－－－－００４８,5,9760,48800
0009,㈱高野建設,2005/07/16,10,383,3,0011,スポーツ用品－－－－－－－－－－－－－－－００１１,20,680,13600
0009,㈱高野建設,2005/07/16,10,383,4,0019,発泡酒－－－－－－－－－－－－－－－－－－００１９,11,9210,101310
0041,野吉システム株式会社,2005/06/26,10,384,1,0050,貴金属－－－－－－－－－－－－－－－－－－００５０,15,4750,71250
0041,野吉システム株式会社,2005/06/26,10,384,2,0027,魚－－－－－－－－－－－－－－－－－－－－００２７,1,9240,9240
0041,野吉システム株式会社,2005/06/26,10,384,3,0014,ゲーム機－－－－－－－－－－－－－－－－－００１４,6,7100,42600
0041,野吉システム株式会社,2005/06/26,10,384,4,0058,冷凍食品－－－－－－－－－－－－－－－－－００５８,15,9710,145650
0012,株式会社木吉建設,2005/07/21,10,385,1,0080,パソコンサプライ－－－－－－－－－－－－－００８０,20,7460,149200
0012,株式会社木吉建設,2005/07/21,10,385,2,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,7,6250,43750
0012,株式会社木吉建設,2005/07/21,10,385,3,0043,家具－－－－－－－－－－－－－－－－－－－００４３,18,4200,75600
